longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,INLAND,NEAR BAY,<1H OCEAN,NEAR OCEAN,ISLAND
-0.5891217604690562,0.9635928348222775,-0.368644677641259,-0.1621604227840758,-0.2714444900023925,-0.2282486990025605,-0.26558785799163487,-0.025935168582100498,-0.7864944854547674,1.0,0.0,0.0,0.0,0.0
0.7784964041142304,-0.2396466489199656,-1.0837673848399592,-0.32534622013587927,-0.4192811679557512,-0.4490119824860755,-0.4800675993640229,-0.2535936238592556,-1.1989984855589146,1.0,0.0,0.0,0.0,0.0
-1.352791757480896,1.0385026859501993,1.617807286799575,-0.6902223288213725,-0.6982632860290248,-0.722758454005634,-0.6814693077258995,-0.7427039976015269,-0.9797474098733069,0.0,1.0,0.0,0.0,0.0
-1.0034002555800536,1.651827092060056,0.34647802955744117,-0.3386394452010542,-0.3787453046459593,-0.47462052337016314,-0.2995907438189645,-0.9261993444445705,-1.197265275474443,1.0,0.0,0.0,0.0,0.0
-0.0949823506378757,0.5469067879232129,-0.6864769919517925,1.6599281852873249,1.9294144414645436,1.2093618030420885,2.0073742792352585,-0.8744563938000749,-1.0672745191391027,1.0,0.0,0.0,0.0,0.0
0.5638701958037221,-0.23496478322446682,0.42593610813507427,-0.6718868459728552,-0.5885780088378232,-0.7271737196753043,-0.6108479294691376,-1.0943244556943352,-1.0993389057018201,1.0,0.0,0.0,0.0,0.0
0.6387398033538899,-0.7359244126424429,1.3794330510666748,-0.4018968610284387,1.1330039505545144,1.1396006054612977,0.9872877044153637,-0.8985118652594182,1.240494708334309,0.0,0.0,1.0,0.0,0.0
0.748548561094165,-0.8623347864208141,0.42593610813507427,-0.07460849218240584,-0.3668229919077852,-0.4048593257893725,-0.3832901550862379,1.0304527016970264,1.347953733571524,0.0,0.0,1.0,0.0,0.0
0.7036267965640537,-0.867016652116307,-1.0837673848399592,0.9911414483876586,1.9961793927983185,1.467213318150834,1.8635159161196324,-0.9178299353372716,-0.3774569055195626,0.0,0.0,0.0,1.0,0.0
-0.8287045046296324,1.0104114917772262,-0.6070189133741591,-0.3271797684207309,-0.39066761738413336,-0.2609216649581208,-0.3335936296462944,0.11097573134295864,-0.7708955946945265,1.0,0.0,0.0,0.0,0.0
